ID,brand,name,category,description,ingredients,price_rsd,shade
3762,Guerlain,Sheer Eyeshadow Palette - Edition,eyeshadow palette,Sheer Eyeshadow Palette - Edition by Guerlain — premium eyeshadow palette formulated for long wear and luxurious finish. Designed to blend seamlessly and provide buildable coverage.,"hyaluronic acid, dimethicone, phenoxyethanol, kaempferia extract, camellia sinensis leaf extract, mica, kaolin, iron oxides",5331,Peach
3763,Chanel,Glow Eyeshadow Palette - Exclusive,eyeshadow palette,Glow Eyeshadow Palette - Exclusive by Chanel — premium eyeshadow palette formulated for long wear and luxurious finish. Designed to blend seamlessly and provide buildable coverage.,"hyaluronic acid, kaolin, ethylhexylglycerin, octyldodecanol, phenoxyethanol, aloe barbadensis leaf juice",13482,Fuchsia
3764,Clé de Peau,Silk Eyeshadow Palette,eyeshadow palette,Silk Eyeshadow Palette by Clé de Peau — premium eyeshadow palette formulated for long wear and luxurious finish. Designed to blend seamlessly and provide buildable coverage.,"fragrance (parfum), caprylic/capric triglyceride, ethylhexylglycerin, phenoxyethanol",12829,Champagne
3765,Laura Mercier,Hydra Eyeshadow Palette - Alternative 581,eyeshadow palette,Hydra Eyeshadow Palette by Laura Mercier — premium eyeshadow palette formulated for long wear and luxurious finish. Designed to blend seamlessly and provide buildable coverage.,"phenoxyethanol, titanium dioxide, silica, hyaluronic acid, cyclopentasiloxane, cetearyl alcohol, butyrospermum parkii (shea) butter, squalane",15694,Gold
3766,Chanel,Longwear Eyeshadow Palette - Collection - Alternative 582,eyeshadow palette,Longwear Eyeshadow Palette - Collection by Chanel — premium eyeshadow palette formulated for long wear and luxurious finish. Designed to blend seamlessly and provide buildable coverage.,"cetearyl alcohol, talc, ethylhexylglycerin, kaempferia extract, hyaluronic acid, iron oxides, cyclopentasiloxane",38797,Coral
3767,Guerlain,Ultra Eyeshadow Palette,eyeshadow palette,Ultra Eyeshadow Palette by Guerlain — premium eyeshadow palette formulated for long wear and luxurious finish. Designed to blend seamlessly and provide buildable coverage.,"kaolin, kaempferia extract, ethylhexylglycerin, titanium dioxide, octyldodecanol, dimethicone, fragrance (parfum), cetearyl alcohol, cyclopentasiloxane, caprylic/capric triglyceride",10125,Gold
3768,Guerlain,Silk Eyeshadow Palette - No. 37,eyeshadow palette,Silk Eyeshadow Palette - No. 37 by Guerlain — premium eyeshadow palette formulated for long wear and luxurious finish. Designed to blend seamlessly and provide buildable coverage.,"dimethicone, caprylic/capric triglyceride, hyaluronic acid, kaolin",5828,Rose
3769,Laura Mercier,Velvet Eyeshadow Palette - Collection,eyeshadow palette,Velvet Eyeshadow Palette - Collection by Laura Mercier — premium eyeshadow palette formulated for long wear and luxurious finish. Designed to blend seamlessly and provide buildable coverage.,"phenoxyethanol, dimethicone, butyrospermum parkii (shea) butter, kaolin, aloe barbadensis leaf juice, kaempferia extract, octyldodecanol, cetearyl alcohol",6851,Gold
3770,Lancôme,Matte Eyeshadow Palette,eyeshadow palette,Matte Eyeshadow Palette by Lancôme — premium eyeshadow palette formulated for long wear and luxurious finish. Designed to blend seamlessly and provide buildable coverage.,"camellia sinensis leaf extract, cetearyl alcohol, aloe barbadensis leaf juice, talc, silica, phenoxyethanol, dimethicone",12040,Champagne
3771,Marc Jacobs,Weightless Eyeshadow Palette - Edition,eyeshadow palette,Weightless Eyeshadow Palette - Edition by Marc Jacobs — premium eyeshadow palette formulated for long wear and luxurious finish. Designed to blend seamlessly and provide buildable coverage.,"silica, cyclopentasiloxane, fragrance (parfum), caprylic/capric triglyceride",5223,Beige
3772,Sisley Paris,Glow Eyeshadow Palette - Exclusive,eyeshadow palette,Glow Eyeshadow Palette - Exclusive by Sisley Paris — premium eyeshadow palette formulated for long wear and luxurious finish. Designed to blend seamlessly and provide buildable coverage.,"cyclopentasiloxane, ethylhexylglycerin, talc, mica, titanium dioxide, glycerin",44250,Almond
3773,Clé de Peau,Infused Eyeshadow Palette - Signature - Alternative 583,eyeshadow palette,Infused Eyeshadow Palette - Signature by Clé de Peau — premium eyeshadow palette formulated for long wear and luxurious finish. Designed to blend seamlessly and provide buildable coverage.,"cetearyl alcohol, aloe barbadensis leaf juice, phenoxyethanol, caprylic/capric triglyceride, ethylhexylglycerin, kaolin, titanium dioxide",36429,Ivory
3774,Estée Lauder,Sheer Eyeshadow Palette,eyeshadow palette,Sheer Eyeshadow Palette by Estée Lauder — premium eyeshadow palette formulated for long wear and luxurious finish. Designed to blend seamlessly and provide buildable coverage.,"caprylic/capric triglyceride, hyaluronic acid, dimethicone, titanium dioxide",6952,Gold
3775,Sisley,Perfect Eyeshadow Palette - No. 26,eyeshadow palette,Perfect Eyeshadow Palette - No. 26 by Sisley — premium eyeshadow palette formulated for long wear and luxurious finish. Designed to blend seamlessly and provide buildable coverage.,"squalane, glycerin, hyaluronic acid, ethylhexylglycerin, fragrance (parfum), kaempferia extract",28522,Porcelain
3776,Guerlain,Matte Eyeshadow Palette - Signature,eyeshadow palette,Matte Eyeshadow Palette - Signature by Guerlain — premium eyeshadow palette formulated for long wear and luxurious finish. Designed to blend seamlessly and provide buildable coverage.,"squalane, mica, titanium dioxide, talc, ethylhexylglycerin",17940,Bronze
3777,Clé de Peau,Longwear Eyeshadow Palette - Collection,eyeshadow palette,Longwear Eyeshadow Palette - Collection by Clé de Peau — premium eyeshadow palette formulated for long wear and luxurious finish. Designed to blend seamlessly and provide buildable coverage.,"aloe barbadensis leaf juice, phenoxyethanol, glycerin, kaempferia extract, titanium dioxide, kaolin, cyclopentasiloxane, talc",50239,Honey
3778,Hermès Beauty,Silk Eyeshadow Palette,eyeshadow palette,Silk Eyeshadow Palette by Hermès Beauty — premium eyeshadow palette formulated for long wear and luxurious finish. Designed to blend seamlessly and provide buildable coverage.,"dimethicone, talc, titanium dioxide, squalane, mica, cetearyl alcohol",57693,Espresso
3779,Chanel,Glow Eyeshadow Palette - Exclusive - Alternative 584,eyeshadow palette,Glow Eyeshadow Palette - Exclusive by Chanel — premium eyeshadow palette formulated for long wear and luxurious finish. Designed to blend seamlessly and provide buildable coverage.,"octyldodecanol, iron oxides, cyclopentasiloxane, aloe barbadensis leaf juice, hyaluronic acid, dimethicone",30909,Brick
3780,Dolce & Gabbana,Luminous Eyeshadow Palette,eyeshadow palette,Luminous Eyeshadow Palette by Dolce & Gabbana — premium eyeshadow palette formulated for long wear and luxurious finish. Designed to blend seamlessly and provide buildable coverage.,"kaempferia extract, hyaluronic acid, cyclopentasiloxane, dimethicone, butyrospermum parkii (shea) butter",8652,Gold
3781,Chanel,Intense Eyeshadow Palette,eyeshadow palette,Intense Eyeshadow Palette by Chanel — premium eyeshadow palette formulated for long wear and luxurious finish. Designed to blend seamlessly and provide buildable coverage.,"glycerin, titanium dioxide, caprylic/capric triglyceride, camellia sinensis leaf extract, kaempferia extract",31742,Sand
3782,Bobbi Brown,Radiant Eyeshadow Palette,eyeshadow palette,Radiant Eyeshadow Palette by Bobbi Brown — premium eyeshadow palette formulated for long wear and luxurious finish. Designed to blend seamlessly and provide buildable coverage.,"talc, dimethicone, cyclopentasiloxane, camellia sinensis leaf extract, kaempferia extract, titanium dioxide, hyaluronic acid, squalane, silica",13343,Coral
3783,Laura Mercier,Hydra Eyeshadow Palette - Collection,eyeshadow palette,Hydra Eyeshadow Palette - Collection by Laura Mercier — premium eyeshadow palette formulated for long wear and luxurious finish. Designed to blend seamlessly and provide buildable coverage.,"kaolin, glycerin, camellia sinensis leaf extract, octyldodecanol, caprylic/capric triglyceride, aloe barbadensis leaf juice, titanium dioxide",25061,Petal
3784,Lancôme,Velvet Eyeshadow Palette - Alternative 585,eyeshadow palette,Velvet Eyeshadow Palette by Lancôme — premium eyeshadow palette formulated for long wear and luxurious finish. Designed to blend seamlessly and provide buildable coverage.,"phenoxyethanol, titanium dioxide, mica, kaempferia extract, talc, squalane",14482,Rose
3785,Dolce & Gabbana,Radiant Eyeshadow Palette,eyeshadow palette,Radiant Eyeshadow Palette by Dolce & Gabbana — premium eyeshadow palette formulated for long wear and luxurious finish. Designed to blend seamlessly and provide buildable coverage.,"aloe barbadensis leaf juice, caprylic/capric triglyceride, kaempferia extract, squalane, cyclopentasiloxane, hyaluronic acid, glycerin, talc, silica, butyrospermum parkii (shea) butter",36726,Coral
3786,La Mer,Glow Eyeshadow Palette,eyeshadow palette,Glow Eyeshadow Palette by La Mer — premium eyeshadow palette formulated for long wear and luxurious finish. Designed to blend seamlessly and provide buildable coverage.,"phenoxyethanol, aloe barbadensis leaf juice, glycerin, dimethicone, cetearyl alcohol, mica, butyrospermum parkii (shea) butter, caprylic/capric triglyceride",5216,Beige
3787,La Mer,Velvet Eyeshadow Palette - No. 31,eyeshadow palette,Velvet Eyeshadow Palette - No. 31 by La Mer — premium eyeshadow palette formulated for long wear and luxurious finish. Designed to blend seamlessly and provide buildable coverage.,"titanium dioxide, iron oxides, phenoxyethanol, kaolin, hyaluronic acid, aloe barbadensis leaf juice, silica, butyrospermum parkii (shea) butter",45513,Espresso
3788,Sisley Paris,Perfect Eyeshadow Palette,eyeshadow palette,Perfect Eyeshadow Palette by Sisley Paris — premium eyeshadow palette formulated for long wear and luxurious finish. Designed to blend seamlessly and provide buildable coverage.,"iron oxides, phenoxyethanol, cyclopentasiloxane, titanium dioxide, silica",27157,Toffee
3789,Hermès Beauty,Ultra Eyeshadow Palette,eyeshadow palette,Ultra Eyeshadow Palette by Hermès Beauty — premium eyeshadow palette formulated for long wear and luxurious finish. Designed to blend seamlessly and provide buildable coverage.,"talc, ethylhexylglycerin, aloe barbadensis leaf juice, mica, dimethicone, glycerin, silica, titanium dioxide",12258,Honey
3790,Givenchy,Creamy Eyeshadow Palette,eyeshadow palette,Creamy Eyeshadow Palette by Givenchy — premium eyeshadow palette formulated for long wear and luxurious finish. Designed to blend seamlessly and provide buildable coverage.,"caprylic/capric triglyceride, aloe barbadensis leaf juice, iron oxides, ethylhexylglycerin, butyrospermum parkii (shea) butter, camellia sinensis leaf extract, cyclopentasiloxane, mica",43706,Bronze
3791,Charlotte Tilbury,Glow Eyeshadow Palette - No. 99,eyeshadow palette,Glow Eyeshadow Palette - No. 99 by Charlotte Tilbury — premium eyeshadow palette formulated for long wear and luxurious finish. Designed to blend seamlessly and provide buildable coverage.,"titanium dioxide, ethylhexylglycerin, mica, hyaluronic acid, kaolin, butyrospermum parkii (shea) butter",8853,Nude
3792,Dior,Silk Eyeshadow Palette,eyeshadow palette,Silk Eyeshadow Palette by Dior — premium eyeshadow palette formulated for long wear and luxurious finish. Designed to blend seamlessly and provide buildable coverage.,"dimethicone, iron oxides, aloe barbadensis leaf juice, butyrospermum parkii (shea) butter, caprylic/capric triglyceride, talc, camellia sinensis leaf extract",6987,Porcelain
3793,Marc Jacobs,Silk Eyeshadow Palette,eyeshadow palette,Silk Eyeshadow Palette by Marc Jacobs — premium eyeshadow palette formulated for long wear and luxurious finish. Designed to blend seamlessly and provide buildable coverage.,"silica, mica, cetearyl alcohol, hyaluronic acid, phenoxyethanol, caprylic/capric triglyceride, titanium dioxide",12080,Caramel
3794,By Terry,Hydra Eyeshadow Palette - Signature,eyeshadow palette,Hydra Eyeshadow Palette - Signature by By Terry — premium eyeshadow palette formulated for long wear and luxurious finish. Designed to blend seamlessly and provide buildable coverage.,"squalane, iron oxides, kaolin, cyclopentasiloxane, octyldodecanol",22189,Almond
3795,Tom Ford,Radiant Eyeshadow Palette - Exclusive,eyeshadow palette,Radiant Eyeshadow Palette - Exclusive by Tom Ford — premium eyeshadow palette formulated for long wear and luxurious finish. Designed to blend seamlessly and provide buildable coverage.,"phenoxyethanol, cetearyl alcohol, silica, aloe barbadensis leaf juice, glycerin, butyrospermum parkii (shea) butter, hyaluronic acid, mica, octyldodecanol, kaolin",14643,Topaz
3796,Charlotte Tilbury,Matte Eyeshadow Palette,eyeshadow palette,Matte Eyeshadow Palette by Charlotte Tilbury — premium eyeshadow palette formulated for long wear and luxurious finish. Designed to blend seamlessly and provide buildable coverage.,"octyldodecanol, mica, cyclopentasiloxane, aloe barbadensis leaf juice, silica",55023,Deep Cocoa
3797,La Mer,Velvet Eyeshadow Palette - Signature,eyeshadow palette,Velvet Eyeshadow Palette - Signature by La Mer — premium eyeshadow palette formulated for long wear and luxurious finish. Designed to blend seamlessly and provide buildable coverage.,"silica, mica, hyaluronic acid, aloe barbadensis leaf juice",43506,Espresso
3798,Yves Saint Laurent,Ultra Eyeshadow Palette - Signature,eyeshadow palette,Ultra Eyeshadow Palette - Signature by Yves Saint Laurent — premium eyeshadow palette formulated for long wear and luxurious finish. Designed to blend seamlessly and provide buildable coverage.,"fragrance (parfum), mica, iron oxides, butyrospermum parkii (shea) butter, titanium dioxide",9276,Coral
3799,Valentino Beauty,Luxury Eyeshadow Palette,eyeshadow palette,Luxury Eyeshadow Palette by Valentino Beauty — premium eyeshadow palette formulated for long wear and luxurious finish. Designed to blend seamlessly and provide buildable coverage.,"octyldodecanol, iron oxides, silica, kaempferia extract, kaolin, titanium dioxide, caprylic/capric triglyceride, phenoxyethanol, dimethicone",6274,Almond
3800,Hermès Beauty,Luminous Eyeshadow Palette,eyeshadow palette,Luminous Eyeshadow Palette by Hermès Beauty — premium eyeshadow palette formulated for long wear and luxurious finish. Designed to blend seamlessly and provide buildable coverage.,"mica, octyldodecanol, cetearyl alcohol, kaempferia extract, talc, kaolin, squalane",5553,Fuchsia
